"","Data","T","RH","V","P","Ra","es","ea","VPD","RS0","Rs","RNL","RNS","ET0"
"","2001-05-16","18.20","64.10","0.80","0.60","38.6","2.09","1.34","0.75","28.95","26.16","4.53","20.14","4.52"
"","2001-05-17","17.80","53.40","0.70","0.20","38.77","2.04","1.09","0.95","29.08","26.15","4.88","20.14","4.53"
"","2001-05-18","14.00","80.20","0.50","3.80","38.94","1.6","1.28","0.32","29.21","13.02","2.13","10.03","2.04"
"","2001-05-19","11.80","58.10","1.00","0.60","39.1","1.38","0.8","0.58","29.33","10.26","1.91","7.9","2.01"
"","2001-05-20","11.80","50.00","0.90","0.00","39.27","1.38","0.69","0.69","29.45","11.65","2.25","8.97","2.24"
"","2001-05-21","11.90","47.50","0.80","0.00","39.44","1.39","0.66","0.73","29.58","10.59","2.06","8.16","2.09"
"","2001-05-22","11.50","35.90","0.40","0.00","39.61","1.36","0.49","0.87","29.71","9.9","2.04","7.62","1.74"
"","2001-05-23","14.80","34.20","0.60","0.00","39.77","1.68","0.58","1.11","29.83","16.82","3.52","12.95","3.05"
"","2001-05-24","17.00","34.80","0.70","0.00","39.94","1.94","0.67","1.26","29.96","12.93","2.68","9.95","2.79"
"","2001-05-25","13.70","48.30","0.70","0.00","40.11","1.57","0.76","0.81","30.08","27.25","5.18","20.98","4.29"
"","2001-05-26","12.50","37.00","0.80","0.00","40.28","1.45","0.54","0.91","30.21","27.26","5.51","20.99","4.31"
"","2001-05-27","17.90","30.00","0.90","0.00","40.44","2.05","0.62","1.44","30.33","26.51","5.64","20.41","5"
"","2001-05-28","14.80","92.50","0.60","4.00","40.57","1.68","1.56","0.13","30.43","24.12","3.5","18.57","3.62"
"","2001-05-29","14.70","80.10","1.00","11.00","40.7","1.67","1.34","0.33","30.53","27.07","4.2","20.85","4.11"
"","2001-05-30","11.90","94.60","1.00","6.00","40.82","1.39","1.32","0.08","30.62","27.77","4.14","21.38","3.66"
"","2001-05-31","11.50","75.60","0.50","0.20","40.95","1.36","1.03","0.33","30.71","27.88","4.55","21.46","3.92"
"","2001-06-01","12.10","75.70","0.60","1.80","41.03","1.41","1.07","0.34","30.77","27.93","4.53","21.51","4"
"","2001-06-02","12.60","89.90","0.80","1.40","41.11","1.46","1.31","0.15","30.83","27.98","4.2","21.55","3.9"
"","2001-06-03","12.00","76.30","0.90","2.60","41.2","1.4","1.07","0.33","30.9","27.94","4.5","21.51","3.97"
"","2001-06-04","10.90","81.70","0.60","1.60","41.28","1.3","1.07","0.24","30.96","27.62","4.37","21.27","3.78"
"","2001-06-05","12.30","79.40","0.50","0.60","41.37","1.43","1.14","0.29","31.03","27.06","4.27","20.84","3.9"
"","2001-06-06","14.20","68.00","0.30","0.00","41.45","1.62","1.1","0.52","31.09","15.3","2.51","11.78","2.43"
"","2001-06-07","16.80","62.80","0.60","0.00","41.53","1.91","1.2","0.71","31.15","25.09","4.14","19.32","4.22"
"","2001-06-08","13.60","79.80","0.50","0.20","41.62","1.56","1.24","0.31","31.22","27.25","4.2","20.98","4.07"
"","2001-06-09","14.00","59.40","0.60","0.00","41.7","1.6","0.95","0.65","31.28","13.4","2.3","10.32","2.35"
"","2001-06-10","14.70","58.00","0.90","0.00","41.78","1.67","0.97","0.7","31.34","26.61","4.57","20.49","4.36"
"","2001-06-11","12.80","69.30","0.90","2.00","41.83","1.48","1.02","0.45","31.37","25.06","4.09","19.3","3.79"
"","2001-06-12","10.50","81.00","0.80","7.40","41.87","1.27","1.03","0.24","31.4","11.83","1.86","9.11","1.75"
"","2001-06-13","12.70","58.30","0.60","0.00","41.91","1.47","0.86","0.61","31.43","14.57","2.52","11.22","2.43"
"","2001-06-14","14.60","55.10","0.40","0.00","41.95","1.66","0.92","0.75","31.46","10.49","1.83","8.08","1.88"
"","2001-06-15","18.00","51.40","0.50","0.00","41.99","2.06","1.06","1","31.49","18.95","3.3","14.59","3.44"
"","2001-06-16","19.10","57.70","0.80","0.00","42.04","2.21","1.28","0.94","31.53","21.7","3.57","16.71","4.1"
"","2001-06-17","17.30","89.50","0.50","5.00","42.08","1.97","1.77","0.21","31.56","16.62","2.25","12.8","2.76"
"","2001-06-18","16.20","71.70","0.60","0.20","42.08","1.84","1.32","0.52","31.56","26.11","4.04","20.11","4.26"
"","2001-06-19","16.30","61.20","1.00","0.00","42.12","1.85","1.13","0.72","31.59","11.03","1.82","8.49","2.37"
"","2001-06-20","16.20","79.00","0.70","0.00","42.12","1.84","1.45","0.39","31.59","10.53","1.56","8.11","1.89"
"","2001-06-21","16.20","77.50","0.40","3.20","42.12","1.84","1.43","0.41","31.59","18.21","2.72","14.02","3"
"","2001-06-22","14.10","84.80","0.70","1.20","42.12","1.61","1.36","0.24","31.59","19.82","2.92","15.26","3.02"
"","2001-06-23","13.40","99.40","1.40","22.60","42.12","1.54","1.53","0.01","31.59","10.53","1.45","8.11","1.38"
"","2001-06-24","18.60","61.50","1.30","0.20","42.08","2.14","1.32","0.83","31.56","19.31","3.11","14.87","3.89"
"","2001-06-25","18.00","67.40","1.00","0.00","42.08","2.06","1.39","0.67","31.56","15.62","2.43","12.03","3.04"
"","2001-06-26","18.10","63.50","0.70","0.80","42.04","2.08","1.32","0.76","31.53","11.01","1.76","8.48","2.26"
"","2001-06-27","20.40","51.30","0.50","0.00","41.99","2.4","1.23","1.17","31.49","10.5","1.79","8.08","2.28"
"","2001-06-28","21.40","50.30","0.60","0.00","41.95","2.55","1.28","1.27","31.46","15.08","2.57","11.61","3.18"
"","2001-06-29","18.20","88.20","0.30","8.00","41.91","2.09","1.84","0.25","31.43","15.81","2.12","12.17","2.71"
"","2001-06-30","20.50","62.30","0.40","0.00","41.87","2.41","1.5","0.91","31.4","14.43","2.26","11.11","2.77"
"","2001-07-01","19.30","73.20","0.70","0.00","41.83","2.24","1.64","0.6","31.37","13.8","2.02","10.63","2.64"
"","2001-07-02","17.60","64.80","0.90","0.00","41.74","2.01","1.3","0.71","31.31","21.67","3.48","16.69","3.89"
"","2001-07-03","18.60","59.40","0.70","0.00","41.66","2.14","1.27","0.87","31.25","18.1","2.99","13.94","3.42"
"","2001-07-04","21.10","58.10","0.70","0.00","41.57","2.5","1.45","1.05","31.18","13.86","2.24","10.67","2.96"
"","2001-07-05","22.70","64.50","0.60","0.00","41.49","2.76","1.78","0.98","31.12","19.39","2.88","14.93","3.87"
"","2001-07-06","23.90","61.40","0.60","3.80","41.41","2.97","1.82","1.14","31.06","16.39","2.45","12.62","3.47"
"","2001-07-07","25.30","53.00","1.00","0.00","41.32","3.22","1.71","1.52","30.99","20.72","3.3","15.96","4.76"
"","2001-07-08","22.20","67.30","0.80","1.00","41.24","2.68","1.8","0.88","30.93","25.37","3.74","19.54","4.89"
"","2001-07-09","18.20","97.90","0.60","27.20","41.16","2.09","2.05","0.04","30.87","26.8","3.41","20.64","4.38"
"","2001-07-10","18.70","75.00","0.80","7.60","41.07","2.16","1.62","0.54","30.8","26.35","3.93","20.29","4.55"
"","2001-07-11","19.40","71.90","0.70","1.00","40.95","2.25","1.62","0.63","30.71","25.29","3.82","19.47","4.48"
"","2001-07-12","18.70","52.70","0.70","0.20","40.82","2.16","1.14","1.02","30.62","21.89","3.87","16.85","4.05"
"","2001-07-13","18.40","56.00","0.70","0.00","40.7","2.12","1.19","0.93","30.53","15.85","2.75","12.2","3.09"
"","2001-07-14","22.00","59.10","0.80","0.00","40.57","2.64","1.56","1.08","30.43","20.84","3.37","16.05","4.2"
"","2001-07-15","24.00","69.80","0.70","21.00","40.44","2.98","2.08","0.9","30.33","24.33","3.41","18.73","4.83"
"","2001-07-16","20.50","89.60","0.80","30.80","40.32","2.41","2.16","0.25","30.24","16.96","2.2","13.06","3.02"
"","2001-07-17","16.30","100.00","0.70","30.00","40.19","1.85","1.85","0","30.14","14.95","2.02","11.51","2.27"
"","2001-07-18","15.60","95.50","0.70","36.80","40.07","1.77","1.69","0.08","30.05","10.63","1.51","8.19","1.64"
"","2001-07-19","17.70","84.90","0.40","2.00","39.94","2.03","1.72","0.31","29.96","22.85","3.33","17.59","3.79"
"","2001-07-20","18.70","93.90","0.40","9.20","39.77","2.16","2.03","0.13","29.83","20.19","2.7","15.55","3.41"
"","2001-07-21","19.30","78.50","0.60","0.60","39.61","2.24","1.76","0.48","29.71","24.45","3.64","18.83","4.23"
"","2001-07-22","20.10","62.50","0.50","0.00","39.44","2.35","1.47","0.88","29.58","25.68","4.29","19.78","4.57"
"","2001-07-23","20.50","54.40","0.80","0.00","39.27","2.41","1.31","1.1","29.45","26.65","4.74","20.52","4.97"
"","2001-07-24","20.20","75.20","0.80","0.00","39.1","2.37","1.78","0.59","29.33","26.05","3.95","20.06","4.63"
"","2001-07-25","22.00","81.40","0.80","0.00","38.94","2.64","2.15","0.49","29.21","21.54","2.96","16.58","4.01"
"","2001-07-26","21.50","85.40","0.70","4.80","38.73","2.56","2.19","0.37","29.05","14.28","1.93","11","2.67"
"","2001-07-27","22.50","57.70","0.60","0.00","38.52","2.73","1.57","1.15","28.89","24.29","4.16","18.7","4.64"
"","2001-07-28","22.60","52.40","0.40","0.00","38.31","2.74","1.44","1.31","28.73","22.83","4.12","17.58","4.27"
"","2001-07-29","23.10","56.30","0.40","0.00","38.1","2.83","1.59","1.24","28.58","25.68","4.46","19.77","4.79"
"","2001-07-30","24.10","51.10","0.60","0.00","37.89","3","1.53","1.47","28.42","24.46","4.42","18.83","4.84"
"","2001-07-31","20.90","52.50","0.70","0.00","37.68","2.47","1.3","1.17","28.26","25.02","4.69","19.27","4.66"
"","2001-08-01","18.30","60.50","0.70","0.20","37.47","2.1","1.27","0.83","28.1","24.88","4.54","19.16","4.3"
"","2001-08-02","17.90","54.30","0.40","0.00","37.26","2.05","1.11","0.94","27.95","17.2","3.31","13.24","2.98"
"","2001-08-03","21.80","58.60","1.00","0.00","37.05","2.61","1.53","1.08","27.79","20.86","3.73","16.06","4.23"
"","2001-08-04","20.70","74.30","0.50","0.40","36.84","2.44","1.81","0.63","27.63","23.71","3.8","18.26","4.2"
"","2001-08-05","18.00","72.80","0.60","3.80","36.63","2.06","1.5","0.56","27.47","23.9","4.11","18.41","3.98"
"","2001-08-06","17.70","60.40","0.70","0.20","36.43","2.03","1.22","0.8","27.32","22.35","4.23","17.21","3.84"
"","2001-08-07","19.30","71.70","0.90","6.20","36.22","2.24","1.61","0.63","27.17","23.61","4.05","18.18","4.13"
"","2001-08-08","20.00","74.70","0.60","4.40","35.96","2.34","1.75","0.59","26.97","22.83","3.8","17.58","3.98"
"","2001-08-09","20.60","60.50","0.50","0.40","35.71","2.43","1.47","0.96","26.78","13.86","2.58","10.67","2.66"
"","2001-08-10","17.00","87.20","0.40","0.80","35.46","1.94","1.69","0.25","26.6","12.62","2.07","9.72","2.04"
"","2001-08-11","15.00","74.90","0.60","0.80","35.21","1.71","1.28","0.43","26.41","12.53","2.31","9.65","2.05"
"","2001-08-12","17.20","56.30","0.80","0.00","34.96","1.96","1.1","0.86","26.22","22.26","4.54","17.14","3.83"
"","2001-08-13","16.80","96.80","0.70","3.40","34.71","1.91","1.85","0.06","26.03","18.81","2.97","14.48","2.84"
"","2001-08-14","20.00","90.80","0.40","0.00","34.46","2.34","2.12","0.22","25.85","12.66","1.93","9.75","2.18"
"","2001-08-15","25.10","60.20","0.40","0.00","34.21","3.19","1.92","1.27","25.66","20.69","3.69","15.93","4"
"","2001-08-16","26.30","52.70","0.90","0.00","33.95","3.42","1.8","1.62","25.46","21.42","4.08","16.49","4.69"
"","2001-08-17","23.50","71.40","0.50","1.40","33.7","2.9","2.07","0.83","25.28","15.53","2.6","11.96","3.01"
"","2001-08-18","21.60","72.00","0.60","0.00","33.45","2.58","1.86","0.72","25.09","12.72","2.24","9.79","2.46"
"","2001-08-19","24.10","68.10","0.60","0.00","33.16","3","2.04","0.96","24.87","12.15","2.11","9.36","2.55"
"","2001-08-20","23.60","70.00","0.40","3.00","32.91","2.91","2.04","0.87","24.68","11.63","2.02","8.96","2.3"
"","2001-08-21","22.40","72.70","0.80","0.00","32.66","2.71","1.97","0.74","24.5","16.22","2.85","12.49","3.14"
"","2001-08-22","20.90","81.10","0.70","0.00","32.41","2.47","2","0.47","24.31","11.82","2.02","9.1","2.19"
"","2001-08-23","20.20","67.40","0.50","0.00","32.11","2.37","1.6","0.77","24.08","10.95","2.15","8.43","2.07"
"","2001-08-24","19.40","62.90","0.40","0.00","31.82","2.25","1.42","0.84","23.87","9.3","1.94","7.16","1.74"
"","2001-08-25","21.70","58.20","0.40","0.00","31.53","2.6","1.51","1.09","23.65","8.77","1.85","6.75","1.78"
"","2001-08-26","22.50","62.70","0.50","0.00","31.23","2.73","1.71","1.02","23.42","14.9","3","11.47","2.83"
"","2001-08-27","19.90","77.20","0.90","9.80","30.94","2.32","1.79","0.53","23.21","9.17","1.74","7.06","1.83"
"","2001-08-28","13.80","77.70","1.00","10.00","30.65","1.58","1.23","0.35","22.99","13.57","2.87","10.45","2.09"
"","2001-08-29","15.80","70.20","0.80","1.80","30.35","1.8","1.26","0.53","22.76","17.19","3.74","13.24","2.73"
"","2001-08-30","16.10","66.90","0.50","0.00","30.06","1.83","1.22","0.61","22.55","19.06","4.26","14.68","2.91"
"","2001-08-31","16.90","58.00","1.20","0.00","29.77","1.93","1.12","0.81","22.33","7.98","1.89","6.15","2.04"
"","2001-09-01","15.40","78.80","0.50","4.60","29.48","1.75","1.38","0.37","22.11","10.71","2.29","8.24","1.66"
"","2001-09-02","14.70","82.90","0.50","1.40","29.18","1.67","1.39","0.29","21.89","8.05","1.71","6.2","1.24"
"","2001-09-03","16.30","85.40","0.60","0.20","28.89","1.85","1.58","0.27","21.67","11.47","2.37","8.83","1.76"
"","2001-09-04","16.40","97.10","0.50","6.80","28.6","1.87","1.81","0.05","21.45","12.23","2.37","9.42","1.77"
"","2001-09-05","15.10","95.60","0.20","0.60","28.3","1.72","1.64","0.08","21.23","15.95","3.24","12.28","2.26"
"","2001-09-06","15.60","83.00","0.40","0.00","28.01","1.77","1.47","0.3","21.01","7.53","1.65","5.79","1.16"
"","2001-09-07","14.40","80.60","0.40","0.40","27.67","1.64","1.32","0.32","20.75","7.02","1.61","5.41","1.07"
"","2001-09-08","12.00","91.80","1.10","8.60","27.34","1.4","1.29","0.12","20.51","11.29","2.54","8.69","1.42"
"","2001-09-09","10.30","83.60","1.80","12.20","27.05","1.25","1.05","0.21","20.29","15.44","3.71","11.88","1.93"
"","2001-09-10","12.10","100.00","1.20","8.80","26.75","1.41","1.41","0","20.06","17.1","3.78","13.17","1.9"
"","2001-09-11","12.40","97.30","0.90","3.60","26.46","1.44","1.4","0.04","19.85","16.59","3.74","12.77","1.96"
"","2001-09-12","12.60","90.60","0.40","1.40","26.17","1.46","1.32","0.14","19.63","13.64","3.21","10.51","1.74"
"","2001-09-13","12.60","92.70","1.70","1.20","25.87","1.46","1.35","0.11","19.4","7.77","1.83","5.98","1.02"
"","2001-09-14","12.70","91.70","1.30","1.80","25.58","1.47","1.35","0.12","19.19","9.39","2.24","7.23","1.21"
"","2001-09-15","11.60","89.20","0.70","0.60","25.29","1.37","1.22","0.15","18.97","15.58","3.86","12","1.88"
"","2001-09-16","10.40","99.90","1.40","15.40","25","1.26","1.26","0","18.75","11.56","2.8","8.91","1.15"
"","2001-09-17","11.60","92.90","0.90","6.80","24.66","1.37","1.27","0.1","18.5","11.55","2.88","8.89","1.36"
"","2001-09-18","13.00","94.30","1.50","7.00","24.33","1.5","1.41","0.09","18.25","14.16","3.49","10.9","1.64"
"","2001-09-19","12.50","82.50","0.70","0.00","24.03","1.45","1.2","0.25","18.02","11.58","3.09","8.92","1.51"
"","2001-09-20","13.70","78.00","1.00","0.00","23.74","1.57","1.22","0.34","17.81","8.52","2.32","6.56","1.35"
"","2001-09-21","13.10","96.90","0.50","9.60","23.45","1.51","1.46","0.05","17.59","8.82","2.22","6.79","1.07"
"","2001-09-22","12.00","93.00","0.40","0.00","23.11","1.4","1.3","0.1","17.33","5.78","1.53","4.45","0.71"
"","2001-09-23","10.80","87.20","0.20","0.00","22.78","1.3","1.13","0.17","17.09","5.7","1.59","4.39","0.67"
"","2001-09-24","11.10","97.30","0.50","0.00","22.48","1.32","1.29","0.04","16.86","8.96","2.42","6.9","0.99"
"","2001-09-25","9.80","80.80","0.60","0.00","22.19","1.21","0.98","0.23","16.64","11.74","3.5","9.04","1.35"
"","2001-09-26","6.90","79.40","0.30","0.00","21.9","0.99","0.79","0.2","16.43","12.14","3.74","9.34","1.21"
"","2001-09-27","8.80","71.90","0.60","0.00","21.6","1.13","0.81","0.32","16.2","5.4","1.73","4.16","0.78"
"","2001-09-28","9.70","88.80","0.50","11.80","21.27","1.2","1.07","0.13","15.95","10.82","3.25","8.33","1.15"
"","2001-09-29","10.80","91.60","0.30","0.00","20.93","1.3","1.19","0.11","15.7","9.22","2.76","7.1","1"
"","2001-09-30","12.30","88.10","0.90","0.80","20.6","1.43","1.26","0.17","15.45","11.49","3.48","8.85","1.34"
"","2001-10-01","14.80","93.70","0.90","5.60","20.31","1.68","1.58","0.11","15.23","8.05","2.32","6.2","0.99"
"","2001-10-02","16.50","87.20","1.00","0.60","20.01","1.88","1.64","0.24","15.01","12.25","3.6","9.43","1.63"
"","2001-10-03","17.60","83.10","0.70","3.60","19.72","2.01","1.67","0.34","14.79","10.5","3.15","8.09","1.49"
"","2001-10-04","13.20","99.10","0.40","0.20","19.43","1.52","1.5","0.01","14.57","12.02","3.61","9.25","1.31"
"","2001-10-05","12.50","88.50","0.30","0.20","19.13","1.45","1.28","0.17","14.35","10.66","3.47","8.2","1.16"
"","2001-10-06","12.20","86.70","0.40","0.00","18.84","1.42","1.23","0.19","14.13","11.8","3.94","9.08","1.26"
"","2001-10-07","13.40","92.30","0.70","0.00","18.55","1.54","1.42","0.12","13.91","9.03","2.93","6.95","1.01"
"","2001-10-08","16.60","88.00","0.30","0.00","18.25","1.89","1.66","0.23","13.69","10.23","3.27","7.88","1.25"
"","2001-10-09","14.30","84.00","0.30","0.20","17.96","1.63","1.37","0.26","13.47","4.73","1.64","3.64","0.59"
"","2001-10-10","13.50","74.40","0.70","0.40","17.67","1.55","1.15","0.4","13.25","6.51","2.43","5.01","0.94"
"","2001-10-11","12.80","81.40","0.90","1.60","17.38","1.48","1.2","0.27","13.04","4.35","1.61","3.35","0.7"
"","2001-10-12","13.10","96.10","0.30","0.60","17.08","1.51","1.45","0.06","12.81","4.27","1.48","3.29","0.45"
"","2001-10-13","14.20","85.70","0.30","0.00","16.79","1.62","1.39","0.23","12.59","4.51","1.66","3.47","0.53"
"","2001-10-14","14.00","89.40","0.10","0.00","16.5","1.6","1.43","0.17","12.38","7.83","2.88","6.03","0.79"
"","2001-10-15","12.00","100.00","0.50","0.00","16.2","1.4","1.4","0","12.15","4.96","1.81","3.82","0.44"
"","2001-10-16","11.10","100.00","0.40","0.00","15.91","1.32","1.32","0","11.93","4.5","1.7","3.47","0.39"
"","2001-10-17","13.50","95.80","0.10","0.20","15.6","1.55","1.48","0.06","11.7","8.51","3.22","6.55","0.81"
"","2001-10-18","10.00","97.80","0.20","0.00","15.37","1.23","1.2","0.03","11.53","7.28","2.91","5.61","0.6"
"","2001-10-19","8.70","89.90","0.20","0.00","15.07","1.12","1.01","0.11","11.3","7.32","3.12","5.63","0.57"
"","2001-10-20","8.10","87.60","0.50","0.20","14.78","1.08","0.95","0.13","11.09","3.98","1.75","3.07","0.37"
"","2001-10-21","9.90","81.80","0.90","0.00","14.53","1.22","1","0.22","10.9","3.63","1.65","2.8","0.52"
"","2001-10-22","8.40","99.30","0.20","0.20","14.28","1.1","1.09","0.01","10.71","7.7","3.35","5.93","0.54"
"","2001-10-23","6.20","74.10","0.40","0.00","14.03","0.95","0.7","0.25","10.52","5.1","2.51","3.93","0.44"
"","2001-10-24","2.20","57.10","1.10","0.00","13.77","0.72","0.41","0.31","10.33","6.78","3.57","5.22","0.83"
"","2001-10-25","3.20","74.00","0.70","0.00","13.52","0.77","0.57","0.2","10.14","8.31","4.25","6.4","0.6"
"","2001-10-26","9.50","96.30","0.20","0.00","13.27","1.19","1.14","0.04","9.95","6.27","2.94","4.83","0.42"
"","2001-10-27","8.50","84.80","0.90","1.40","13.02","1.11","0.94","0.17","9.77","7","3.53","5.39","0.58"
"","2001-10-28","11.40","90.70","0.80","0.60","12.77","1.35","1.22","0.13","9.58","3.19","1.56","2.46","0.33"
"","2001-10-29","9.40","95.70","0.90","0.80","12.52","1.18","1.13","0.05","9.39","3.13","1.56","2.41","0.23"
"","2001-10-30","12.60","91.10","1.20","1.20","12.27","1.46","1.33","0.13","9.2","3.07","1.53","2.36","0.37"
"","2001-10-31","14.50","64.30","1.20","0.80","12.02","1.65","1.06","0.59","9.02","3.01","1.73","2.31","0.97"
